search_order,candidate_video_frame_index,candidate_video_time_s,candidate_video_time,distance_from_anchor_s,aggregate_score,center_score,min_window_score,pad_geometry_mean,masked_visual_mean,full_visual_mean,center_pad_geometry_score,center_pad_center_error_px,center_pad_center_error_ratio,center_pad_radius_error_ratio,center_pad_ring_iou,center_pad_thermal_circle_rank,video_circle_source,video_circle_confidence,video_circle_partial,video_circle_smoothed,thermal_circle_confirmed,manual_circle_source,selected_rank,geometry_hard_pass,aggregation,strategy_rank,evaluated_strategy_count,candidate_strategy_count,circle_filter_applied,min_circle_alignment,transform_type,spatial_score,crop_x,crop_y,crop_w,crop_h,thermal_edge_density,video_edge_density,base_similarity,circle_alignment,pad_center_error_px,pad_center_error_ratio,pad_radius_error_ratio,pad_ring_iou,pad_geometry_score,pad_geometry_hard_pass,pad_thermal_circle_rank,keypoint_matches,keypoint_inliers,source_tiff,score_tiff_m2,score_tiff_m1,score_tiff_p0,score_tiff_p1,score_tiff_p2,rank
61,2505,83.5,00:01:23.500,0.5,0.25552784607124984,0.8673896216234525,0.08653528724451703,0.4537555125885267,0.5936008870601654,0.5833630636334419,0.9999739470972402,0.044719612492644265,0.0004757405584323858,1.5867623887892082e-05,0.9999597470446464,3,arc_fit,0.6568840461272367,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9999739470972402,998,737,1448,1158,0.4885349025974026,0.5538419913419913,0.0,0.9999739470972402,0.044719612492644265,0.0004757405584323858,1.5867623887892082e-05,0.9999597470446464,0.9999739470972402,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08653528724451703,0.10059796737984723,0.8673896216234525,0.10759187092931803,0.1155244831791145,26
62,2506,83.53333333333333,00:01:23.533,0.5333333333333314,0.25480232260131597,0.8673733438837304,0.08479303702764944,0.4481912941701654,0.5961107045412064,0.5843326672911644,0.9996613314958375,0.16203575445312787,0.0017237846218417859,1.0528537309237484e-05,0.9994718769774934,3,arc_fit,0.662239379931,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9996613314958375,1009,743,1438,1151,0.4885349025974026,0.5444737554112554,0.0,0.9996613314958375,0.16203575445312787,0.0017237846218417859,1.0528537309237484e-05,0.9994718769774934,0.9996613314958375,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08479303702764944,0.09869780458091157,0.8673733438837304,0.1069780720443915,0.11616935546989679,27
63,2507,83.56666666666666,00:01:23.567,0.5666666666666629,0.25431173320994027,0.8659022974005237,0.08397876716065489,0.44562363388990167,0.5987258270382881,0.5836873561143875,0.9993969789729508,0.21623383096040857,0.002300359903834134,2.3046265562485094e-05,0.99905966671781,3,arc_fit,0.6596018753243542,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9993969789729508,1028,755,1426,1140,0.4885349025974026,0.5515083874458875,0.0,0.9993969789729508,0.21623383096040857,0.002300359903834134,2.3046265562485094e-05,0.99905966671781,0.9993969789729508,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08397876716065489,0.09918201558343975,0.8659022974005237,0.10700707835597192,0.1154885075491111,28
64,2508,83.6,00:01:23.600,0.5999999999999943,0.2541521785212145,0.86965778398404,0.08252581868541894,0.440314923079652,0.6001722440123558,0.5856628268957138,0.9989769711385855,0.09473510192332861,0.0010078202332269,8.821319751220055e-06,0.9998194417214079,3,arc_fit,0.6619905119655078,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.9989769711385855,1042,776,1431,1123,0.4885349025974026,0.5519142316017316,0.0,0.9989769711385855,0.09473510192332861,0.0010078202332269,8.821319751220055e-06,0.9998194417214079,0.9989769711385855,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08252581868541894,0.09819990961970482,0.86965778398404,0.10598610385673059,0.1143912764601783,29
65,2509,83.63333333333334,00:01:23.633,0.63333333333334,0.25396818704830615,0.8696684006552168,0.08087788375637314,0.43640337552025416,0.6069811105728149,0.5866423606872558,0.9994715182751063,0.20255915999523227,0.0021548846808003433,4.3559611165823964e-05,0.9991746929000788,3,arc_fit,0.6593805833591841,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9994715182751063,1070,789,1408,1126,0.4885349025974026,0.5484983766233766,0.0,0.9994715182751063,0.20255915999523227,0.0021548846808003433,4.3559611165823964e-05,0.9991746929000788,0.9994715182751063,True,1,0,0,raw/thermal/20260226_022632.tiff,0.08087788375637314,0.09763496221893808,0.8696684006552168,0.10670025933085303,0.1149594292801497,30
35,2479,82.63333333333334,00:01:22.633,-0.36666666666666003,0.25362510384548387,0.8665900307586307,0.07933150760765886,0.4408130487122846,0.5977513119578362,0.5858008727431298,0.9986922057302358,0.15828158710059034,0.001683846671282876,3.4700167074493524e-07,0.999496066633195,3,arc_fit,0.6953250139814895,False,False,True,manual_coordinates,3,True,mean,2,15,182,True,0.5,crop_resize,0.9986922057302358,872,632,1802,1413,0.4885349025974026,0.5251623376623377,0.0,0.9986922057302358,0.15828158710059034,0.001683846671282876,3.4700167074493524e-07,0.999496066633195,0.9986922057302358,True,1,0,0,raw/thermal/20260226_022632.tiff,0.07933150760765886,0.10780477541517627,0.8665900307586307,0.10889597100983145,0.10550323443612197,31
66,2510,83.66666666666667,00:01:23.667,0.6666666666666714,0.2535536710642906,0.8692761612290476,0.07972546566205801,0.43216184797652646,0.6109276711940765,0.5901186853647232,0.9993630678003163,0.2223730449224135,0.0023656706906639733,0.00011785815839246841,0.9990046159350799,3,arc_fit,0.6596291919980902,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9993630678003163,1093,807,1399,1119,0.4885349025974026,0.5547213203463204,0.0,0.9993630678003163,0.2223730449224135,0.0023656706906639733,0.00011785815839246841,0.9990046159350799,0.9993630678003163,True,1,0,0,raw/thermal/20260226_022632.tiff,0.07972546566205801,0.09743667186935287,0.8692761612290476,0.10732922557742876,0.11400083098356556,32
67,2511,83.7,00:01:23.700,0.7000000000000028,0.25239212010976486,0.8703735251321036,0.07801295373220858,0.4280179896285198,0.6019941955804825,0.5863412320613861,0.999779722490928,0.13054019946415896,0.001388725526214457,0.0001626520981686406,0.9996553673378055,3,arc_fit,0.6572268471993853,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.999779722490928,1118,825,1391,1113,0.4885349025974026,0.542478354978355,0.0,0.999779722490928,0.13054019946415896,0.001388725526214457,0.0001626520981686406,0.9996553673378055,0.999779722490928,True,1,0,0,raw/thermal/20260226_022632.tiff,0.07801295373220858,0.09506323261977741,0.8703735251321036,0.10495392867981065,0.11355696038492377,33
68,2512,83.73333333333333,00:01:23.733,0.7333333333333343,0.25220928532551345,0.8698454655750536,0.07697703011251505,0.423885671074861,0.6083634853363037,0.5931330442428588,0.9998714729064464,0.09943411561830715,0.0010578097406202887,0.0002003822984937098,0.999798305456221,3,arc_fit,0.6596301462520899,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.9998714729064464,1145,846,1380,1104,0.4885349025974026,0.5470441017316018,0.0,0.9998714729064464,0.09943411561830715,0.0010578097406202887,0.0002003822984937098,0.999798305456221,0.9998714729064464,True,1,0,0,raw/thermal/20260226_022632.tiff,0.07697703011251505,0.09698679441107098,0.8698454655750536,0.10364163689315756,0.11359549963576991,34
74,2518,83.93333333333334,00:01:23.933,0.9333333333333371,0.2512697530365519,0.8719684546952151,0.06995785501332161,0.40694098294504333,0.6286498337984086,0.6022384196519852,0.999693680002858,0.1535720513064134,0.0016337452266639723,0.0002777804569362577,0.999520245809535,3,arc_fit,0.6533542916253552,False,False,True,manual_coordinates,3,True,mean,1,15,182,True,0.5,crop_resize,0.999693680002858,1260,923,1332,1066,0.4885349025974026,0.5444061147186147,0.0,0.999693680002858,0.1535720513064134,0.0016337452266639723,0.0002777804569362577,0.999520245809535,0.999693680002858,True,1,0,0,raw/thermal/20260226_022632.tiff,0.06995785501332161,0.09388251118277238,0.8719684546952151,0.10529410169550142,0.11524584259594936,35
