search_order,candidate_video_frame_index,candidate_video_time_s,candidate_video_time,distance_from_anchor_s,aggregate_score,center_score,min_window_score,pad_geometry_mean,masked_visual_mean,full_visual_mean,center_pad_geometry_score,center_pad_center_error_px,center_pad_center_error_ratio,center_pad_radius_error_ratio,center_pad_ring_iou,center_pad_thermal_circle_rank,video_circle_source,video_circle_confidence,video_circle_partial,video_circle_smoothed,thermal_circle_confirmed,manual_circle_source,selected_rank,geometry_hard_pass,aggregation,strategy_rank,evaluated_strategy_count,candidate_strategy_count,circle_filter_applied,min_circle_alignment,transform_type,spatial_score,crop_x,crop_y,crop_w,crop_h,thermal_edge_density,video_edge_density,base_similarity,circle_alignment,pad_center_error_px,pad_center_error_ratio,pad_radius_error_ratio,pad_ring_iou,pad_geometry_score,pad_geometry_hard_pass,pad_thermal_circle_rank,keypoint_matches,keypoint_inliers,source_tiff,score_tiff_m2,score_tiff_m1,score_tiff_p0,score_tiff_p1,score_tiff_p2,rank
27,14801,493.3666666666667,00:08:13.367,-0.6333333333333258,0.267750267958315,0.8906898472691095,0.10744303854972943,0.4778878963354556,0.6652405560016632,0.5964989185333252,0.9971316760907594,0.2505101009889159,0.004040485499821224,1.6587082116084347e-05,0.9971018733810064,6,arc_fit,0.6056587315252917,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9971316760907594,1072,735,1578,1237,0.5830965909090909,0.5390963203463204,0.0,0.9971316760907594,0.2505101009889159,0.004040485499821224,1.6587082116084347e-05,0.9971018733810064,0.9971316760907594,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11930505591642679,0.11281097341080458,0.8906898472691095,0.10744303854972943,0.10850242464550493,36
44,14818,493.93333333333334,00:08:13.933,-0.06666666666666288,0.2676417121095424,0.8914058145229198,0.10910427322424587,0.48173475149432143,0.654728639125824,0.5891361147165298,0.9990832135225224,0.1759294029802152,0.0028375710158099225,0.00019015417161732045,0.9985670838325558,6,arc_fit,0.6101929710537786,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9990832135225224,895,666,1673,1338,0.5830965909090909,0.5442708333333334,0.0,0.9990832135225224,0.1759294029802152,0.0028375710158099225,0.00019015417161732045,0.9985670838325558,0.9990832135225224,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11641604221057317,0.11172952405498983,0.8914058145229198,0.10955290653498359,0.10910427322424587,37
36,14810,493.6666666666667,00:08:13.667,-0.3333333333333144,0.26758982416197663,0.8913179211105896,0.10859728652900472,0.48070972746922525,0.6545442879199982,0.5947114914655686,0.9985377364106656,0.12787100062742085,0.0020624354939906588,4.5267055576521255e-05,0.9992439409613947,6,arc_fit,0.60715081900271,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9985377364106656,933,700,1599,1305,0.5830965909090909,0.5281047077922078,0.0,0.9985377364106656,0.12787100062742085,0.0020624354939906588,4.5267055576521255e-05,0.9992439409613947,0.9985377364106656,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11660244986835422,0.11267889130955795,0.8913179211105896,0.10859728652900472,0.1087525719923768,38
52,14826,494.2,00:08:14.200,0.19999999999998863,0.26755252445758637,0.8916622097303677,0.10958633802164816,0.48230030414422,0.6499443709850311,0.5923148155212402,0.9981348908115973,0.17403598635572728,0.0028070320379956016,0.0002980649573015259,0.9985940323134074,6,arc_fit,0.6146729777508996,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9981348908115973,941,682,1743,1367,0.5830965909090909,0.5584753787878788,0.0,0.9981348908115973,0.17403598635572728,0.0028070320379956016,0.0002980649573015259,0.9985940323134074,0.9981348908115973,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11285542671670595,0.11137970077259325,0.8916622097303677,0.11227894704661674,0.10958633802164816,39
47,14821,494.03333333333336,00:08:14.033,0.03333333333335986,0.2675181448370439,0.8919699301834942,0.10740573166541854,0.4821408651320237,0.648438423871994,0.5938945293426514,0.9975735404577074,0.21793510949013126,0.003515082411131149,5.4154267874444655e-05,0.9978056200797119,6,arc_fit,0.611166837748885,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9975735404577074,943,665,1673,1366,0.5830965909090909,0.5307426948051948,0.0,0.9975735404577074,0.21793510949013126,0.003515082411131149,5.4154267874444655e-05,0.9978056200797119,0.9975735404577074,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11370023656215045,0.11054779193668755,0.8919699301834942,0.11396703383746873,0.10740573166541854,40
42,14816,493.8666666666667,00:08:13.867,-0.13333333333332575,0.26747648300631155,0.8912827667895643,0.1081092356136426,0.4827204987604053,0.6490395843982697,0.591080516576767,0.9984313864438484,0.14446891162597728,0.0023301437359028593,0.00010554526387360119,0.9990344360011326,6,arc_fit,0.5986118969162533,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9984313864438484,889,666,1635,1334,0.5830965909090909,0.5341923701298701,0.0,0.9984313864438484,0.14446891162597728,0.0023301437359028593,0.00010554526387360119,0.9990344360011326,0.9984313864438484,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11556764306824888,0.11297268615034171,0.8912827667895643,0.1094500834097602,0.1081092356136426,41
46,14820,494.0,00:08:14,0.0,0.2674564524586571,0.8908032002668552,0.10713150195553897,0.48346934193368246,0.6473013758659363,0.5926347345113754,0.9991985758330534,0.16454944414018938,0.0026540232925836996,1.0246260040797633e-05,0.9987485382836807,6,arc_fit,0.6070814664384419,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9991985758330534,923,668,1683,1347,0.5830965909090909,0.5359510281385281,0.0,0.9991985758330534,0.16454944414018938,0.0026540232925836996,1.0246260040797633e-05,0.9987485382836807,0.9991985758330534,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11502876653146367,0.11173530775250179,0.8908032002668552,0.11258348578692584,0.10713150195553897,42
26,14800,493.3333333333333,00:08:13.333,-0.6666666666666856,0.26744534637133893,0.8927955404388124,0.10818451680057856,0.47539759430517253,0.6607310116291046,0.599128720164299,0.9978466837019818,0.26978075108347893,0.004351302436830305,0.0002968038854579306,0.9966335469773681,6,arc_fit,0.6073273485234355,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9978466837019818,1089,723,1555,1244,0.5830965909090909,0.5461985930735931,0.0,0.9978466837019818,0.26978075108347893,0.004351302436830305,0.0002968038854579306,0.9966335469773681,0.9978466837019818,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11632470008110234,0.11171686873008647,0.8927955404388124,0.10820510580611485,0.10818451680057856,43
53,14827,494.23333333333335,00:08:14.233,0.2333333333333485,0.26742781688470124,0.8917777562111926,0.10962042719902691,0.4816311241720279,0.6511832803487778,0.5878856301307678,0.9986551245772399,0.11244808063384046,0.0018136787199006525,0.00014356955040788704,0.9994139527446695,6,arc_fit,0.6088347141455883,False,False,True,manual_coordinates,6,True,mean,2,15,182,True,0.5,crop_resize,0.9986551245772399,957,667,1718,1402,0.5830965909090909,0.539163961038961,0.0,0.9986551245772399,0.11244808063384046,0.0018136787199006525,0.00014356955040788704,0.9994139527446695,0.9986551245772399,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11250233210703807,0.10962042719902691,0.8917777562111926,0.11344316485218066,0.10979540405406789,44
56,14830,494.3333333333333,00:08:14.333,0.3333333333333144,0.2672921251615037,0.8916079959843234,0.10935392825299173,0.4831366714753237,0.6379593163728714,0.6067503750324249,0.9990865827483513,0.17568639749158127,0.0028336515724448593,3.1859073582457e-05,0.9985734668726609,6,arc_fit,0.606340976418126,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9990865827483513,881,642,1757,1405,0.5830965909090909,0.5308779761904762,0.0,0.9990865827483513,0.17568639749158127,0.0028336515724448593,3.1859073582457e-05,0.9985734668726609,0.9990865827483513,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10935392825299173,0.11086680925367351,0.8916079959843234,0.11393919283122497,0.11069269948530484,45
49,14823,494.1,00:08:14.100,0.10000000000002274,0.26720152736915415,0.8910983543973632,0.10772791475011084,0.48367955404312557,0.6433943152427674,0.589068078994751,0.99880709157257,0.20082047963725597,0.0032390399941492898,9.607696653477564e-05,0.9981359642129413,6,arc_fit,0.6118332514177973,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.99880709157257,954,683,1704,1363,0.5830965909090909,0.5446090367965368,0.0,0.99880709157257,0.20082047963725597,0.0032390399941492898,9.607696653477564e-05,0.9981359642129413,0.99880709157257,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11239918475996478,0.11214365928825673,0.8910983543973632,0.11263852365007505,0.10772791475011084,46
70,14844,494.8,00:08:14.800,0.8000000000000114,0.2671145126761145,0.8755564479261667,0.11132916464381296,0.47865037623530293,0.6804022699594497,0.6190086990594864,0.9716443898173526,0.13680145582257125,0.0022064750939124393,0.03066271883615686,0.9359835802892527,6,arc_fit,0.6299425636608784,False,False,True,manual_coordinates,6,True,mean,6,14,161,True,0.5,crop_resize,0.9716443898173526,591,631,1831,1465,0.5830965909090909,0.5627705627705628,0.0,0.9716443898173526,0.13680145582257125,0.0022064750939124393,0.03066271883615686,0.9359835802892527,0.9716443898173526,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11698954804740677,0.11592134870570486,0.8755564479261667,0.11132916464381296,0.11577605405748123,47
48,14822,494.06666666666666,00:08:14.067,0.06666666666666288,0.2670959047616513,0.8925475128500476,0.1068884698883712,0.4802597228928522,0.6459467828273773,0.5919959574937821,0.998057060594561,0.1827818830010619,0.002948094887113902,0.00017143660999974577,0.9984540417142124,6,arc_fit,0.6147965879750716,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.998057060594561,930,679,1716,1346,0.5830965909090909,0.5482616341991342,0.0,0.998057060594561,0.1827818830010619,0.002948094887113902,0.00017143660999974577,0.9984540417142124,0.998057060594561,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11263616578616639,0.11044839886370147,0.8925475128500476,0.11295897641996967,0.1068884698883712,48
69,14843,494.76666666666665,00:08:14.767,0.7666666666666515,0.26704556869390783,0.8904353203940883,0.10818682803805653,0.467102996543153,0.6762018322944641,0.6125367671251297,0.9981440527421535,0.16994707523187055,0.0027410818585785575,9.185397267571253e-05,0.9986645679474985,6,arc_fit,0.6303731037437106,False,False,True,manual_coordinates,6,True,mean,2,13,161,True,0.5,crop_resize,0.9981440527421535,570,612,1862,1520,0.5830965909090909,0.5454883658008658,0.0,0.9981440527421535,0.16994707523187055,0.0027410818585785575,9.185397267571253e-05,0.9986645679474985,0.9981440527421535,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11047779115178122,0.10818682803805653,0.8904353203940883,0.11430985504881057,0.11181804883680266,49
45,14819,493.96666666666664,00:08:13.967,-0.03333333333335986,0.2669893557583366,0.8913100920140552,0.10845322410086078,0.48265174081820933,0.6404036372900009,0.5934682697057724,0.9983905243598202,0.14574983695224225,0.0023508038218103587,0.0001002601193882187,0.9990173355389144,6,arc_fit,0.613417847687135,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9983905243598202,922,661,1659,1354,0.5830965909090909,0.5539096320346321,0.0,0.9983905243598202,0.14574983695224225,0.0023508038218103587,0.0001002601193882187,0.9990173355389144,0.9983905243598202,True,1,0,0,raw/thermal/20260226_023322.tiff,0.1135608547745368,0.11040142027358141,0.8913100920140552,0.11122118762864916,0.10845322410086078,50
71,14845,494.8333333333333,00:08:14.833,0.8333333333333144,0.2668594872907867,0.8925971665457302,0.10886324316665351,0.46727894991468644,0.666536059975624,0.6151431679725647,0.9987849927063804,0.08760527850465626,0.0014129883629783267,6.084720192933354e-05,0.9996448662114934,6,arc_fit,0.6284087952473429,False,False,True,manual_coordinates,6,True,mean,2,14,164,True,0.5,crop_resize,0.9987849927063804,545,611,1913,1500,0.5830965909090909,0.570413961038961,0.0,0.9987849927063804,0.08760527850465626,0.0014129883629783267,6.084720192933354e-05,0.9996448662114934,0.9987849927063804,True,1,0,0,raw/thermal/20260226_023322.tiff,0.1106378899685282,0.11138194382215169,0.8925971665457302,0.11081719295086985,0.10886324316665351,51
72,14846,494.8666666666667,00:08:14.867,0.8666666666666742,0.26613969975522267,0.8936581908727468,0.10396463097947659,0.4639296377447287,0.662266081571579,0.6124309957027435,0.9993756251556415,0.14514090025878043,0.002340982262238394,0.0001907395203416504,0.9990236929868641,6,arc_fit,0.6310874456185231,False,False,True,manual_coordinates,6,True,mean,1,14,164,True,0.5,crop_resize,0.9993756251556415,561,592,1906,1525,0.5830965909090909,0.5720373376623377,0.0,0.9993756251556415,0.14514090025878043,0.002340982262238394,0.0001907395203416504,0.9990236929868641,0.9993756251556415,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11013454101748274,0.11017358068816815,0.8936581908727468,0.11276755521823931,0.10396463097947659,52
18,14792,493.06666666666666,00:08:13.067,-0.9333333333333371,0.26534876559991455,0.8926453735880756,0.10481818429241666,0.47126819645073204,0.6438784003257751,0.5851391047239304,0.9977981431289672,0.19874126875308237,0.003205504334727135,0.00014605234602378176,0.9981734762486378,6,arc_fit,0.5808631153436161,False,False,True,manual_coordinates,6,True,mean,2,15,182,True,0.5,crop_resize,0.9977981431289672,1062,749,1483,1211,0.5830965909090909,0.5242491883116883,0.0,0.9977981431289672,0.19874126875308237,0.003205504334727135,0.00014605234602378176,0.9981734762486378,0.9977981431289672,True,1,0,0,raw/thermal/20260226_023322.tiff,0.1124281084982343,0.11190172261288689,0.8926453735880756,0.1049504390079591,0.10481818429241666,53
15,14789,492.96666666666664,00:08:12.967,-1.0333333333333599,0.26507217665183547,0.8932344250060937,0.10238126736034837,0.4677915379115415,0.6450085371732712,0.5903141766786575,0.9992194782736702,0.16225508027608165,0.0026170174238077685,0.0002398437679973784,0.9987791900776918,6,arc_fit,0.5979432670067537,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9992194782736702,1006,775,1490,1192,0.5830965909090909,0.5283752705627706,0.0,0.9992194782736702,0.16225508027608165,0.0026170174238077685,0.0002398437679973784,0.9987791900776918,0.9992194782736702,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11203820669255465,0.11403823311681872,0.8932344250060937,0.10238126736034837,0.10366875108336172,54
73,14847,494.9,00:08:14.900,0.8999999999999773,0.26483896018206854,0.8926059696250599,0.10165060179527963,0.4609409612037962,0.654868820309639,0.604634290933609,0.9993718534973097,0.14566481330064654,0.0023494324725910733,3.744356011117867e-05,0.9990190804195861,6,arc_fit,0.6334830495824664,False,False,True,manual_coordinates,6,True,mean,1,14,164,True,0.5,crop_resize,0.9993718534973097,566,583,1918,1535,0.5830965909090909,0.5695346320346321,0.0,0.9993718534973097,0.14566481330064654,0.0023494324725910733,3.744356011117867e-05,0.9990190804195861,0.9993718534973097,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10999700839468549,0.10837799921099042,0.8926059696250599,0.11156322188432724,0.10165060179527963,55
74,14848,494.93333333333334,00:08:14.933,0.9333333333333371,0.26483253360062753,0.8952397405997331,0.0979027597194577,0.4570646912120423,0.6597282499074936,0.6016217827796936,0.9980561561149535,0.18089064532696822,0.002917591053660778,0.00020510388582138257,0.9984849230737715,6,arc_fit,0.6331152084316061,False,False,True,manual_coordinates,6,True,mean,2,13,158,True,0.5,crop_resize,0.9980561561149535,566,591,1951,1530,0.5830965909090909,0.5722064393939394,0.0,0.9980561561149535,0.18089064532696822,0.002917591053660778,0.00020510388582138257,0.9984849230737715,0.9980561561149535,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10828182134879442,0.10930817756323802,0.8952397405997331,0.11343016877191438,0.0979027597194577,56
14,14788,492.93333333333334,00:08:12.933,-1.0666666666666629,0.2644555781284502,0.8915662237385473,0.10090507092078374,0.46643767753784254,0.6453530579805374,0.5835982337594032,0.9983483405265382,0.23636675528407147,0.0038123670207108303,4.4976990250440225e-05,0.9974193476219736,6,arc_fit,0.6059858303053617,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9983483405265382,998,785,1486,1189,0.5830965909090909,0.5204274891774892,0.0,0.9983483405265382,0.23636675528407147,0.0038123670207108303,4.4976990250440225e-05,0.9974193476219736,0.9983483405265382,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11387499648598728,0.11420599114270219,0.8915662237385473,0.10172560835423033,0.10090507092078374,57
16,14790,493.0,00:08:13,-1.0,0.2643794563173965,0.890520435770158,0.10356818615140845,0.4691715603975206,0.6402514576911926,0.5818118512630462,0.9988448703133205,0.1975908610493001,0.003186949371762905,9.851414764586622e-05,0.9981953304085036,6,arc_fit,0.6019524021742857,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9988448703133205,1015,762,1497,1198,0.5830965909090909,0.5089962121212122,0.0,0.9988448703133205,0.1975908610493001,0.003186949371762905,9.851414764586622e-05,0.9981953304085036,0.9988448703133205,True,1,0,0,raw/thermal/20260226_023322.tiff,0.1111848893586465,0.11294722141516443,0.890520435770158,0.10367654889160507,0.10356818615140845,58
13,14787,492.9,00:08:12.900,-1.1000000000000227,0.263856535831038,0.8905258727083349,0.10002738674361245,0.46524740540857634,0.6407527178525925,0.5851162672042847,0.9988584536787399,0.19618499370067535,0.0031642740919463766,0.0003309635662717602,0.9982139669256367,6,arc_fit,0.5998509313933589,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9988584536787399,998,793,1480,1184,0.5830965909090909,0.5310132575757576,0.0,0.9988584536787399,0.19618499370067535,0.0031642740919463766,0.0003309635662717602,0.9982139669256367,0.9988584536787399,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11217265463617168,0.11257332108448492,0.8905258727083349,0.10398344398258627,0.10002738674361245,59
17,14791,493.03333333333336,00:08:13.033,-0.9666666666666401,0.2637048964277539,0.8876321071686177,0.10375121929717115,0.4693864271001075,0.635159382224083,0.5834929823875428,0.9994176606034358,0.1401599662422636,0.0022606446168107032,0.00016847478216568617,0.9990899074546851,6,arc_fit,0.6033660175224642,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9994176606034358,1027,752,1502,1202,0.5830965909090909,0.5136972402597403,0.0,0.9994176606034358,0.1401599662422636,0.0022606446168107032,0.00016847478216568617,0.9990899074546851,0.9994176606034358,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11171972797157666,0.11124299863604192,0.8876321071686177,0.10375121929717115,0.10417842906536197,60
12,14786,492.8666666666667,00:08:12.867,-1.1333333333333258,0.2634415570023586,0.8894674810906572,0.09741514715288634,0.46192223179149716,0.6453546702861785,0.5849762111902237,0.9993251498143372,0.15091422863504875,0.002434100461855625,0.00016249703221886177,0.9989454169753956,6,arc_fit,0.6033814598374264,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9993251498143372,1001,798,1477,1182,0.5830965909090909,0.5267857142857143,0.0,0.9993251498143372,0.15091422863504875,0.002434100461855625,0.00016249703221886177,0.9989454169753956,0.9993251498143372,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11468869670440696,0.11459345055893204,0.8894674810906572,0.10104300950491063,0.09741514715288634,61
8,14782,492.73333333333335,00:08:12.733,-1.2666666666666515,0.263411689341384,0.8885896925220258,0.0971818467339032,0.4590049355701137,0.6522515475749969,0.5907684683799743,0.9988988334688417,0.056412130388748094,0.0009098730707862596,0.00022094658218471585,0.9998494445259443,6,arc_fit,0.5979195837657614,False,False,True,manual_coordinates,6,True,mean,2,15,182,True,0.5,crop_resize,0.9988988334688417,1034,780,1472,1154,0.5830965909090909,0.5246888528138528,0.0,0.9988988334688417,0.056412130388748094,0.0009098730707862596,0.00022094658218471585,0.9998494445259443,0.9988988334688417,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11083130687851736,0.11670437271088457,0.8885896925220258,0.10375122786158905,0.0971818467339032,62
9,14783,492.76666666666665,00:08:12.767,-1.2333333333333485,0.26340309325250855,0.8899461816682745,0.09677810600337498,0.45999094030743237,0.6477115035057068,0.5872267693281173,0.9977381681684239,0.27660322048085245,0.004461342265820201,0.00019637730805583021,0.9964651709111885,6,arc_fit,0.5955513949131315,False,False,True,manual_coordinates,6,True,mean,2,15,182,True,0.5,crop_resize,0.9977381681684239,1031,783,1461,1169,0.5830965909090909,0.5290854978354979,0.0,0.9977381681684239,0.27660322048085245,0.004461342265820201,0.00019637730805583021,0.9964651709111885,0.9977381681684239,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11255561104430764,0.11558716482998709,0.8899461816682745,0.10214840271659852,0.09677810600337498,63
7,14781,492.7,00:08:12.700,-1.3000000000000114,0.26323536682286025,0.8890662333490953,0.0956403593427161,0.4598189996740391,0.6482087939977645,0.5856717899441719,0.9989754624278888,0.1859860716096321,0.0029997753485424532,0.0002168618531361783,0.9983982578724397,6,arc_fit,0.5986684524162419,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9989754624278888,1060,767,1451,1161,0.5830965909090909,0.5358833874458875,0.0,0.9989754624278888,0.1859860716096321,0.0029997753485424532,0.0002168618531361783,0.9983982578724397,0.9989754624278888,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10983992165968502,0.11566285195512775,0.8890662333490953,0.10596746780767702,0.0956403593427161,64
10,14784,492.8,00:08:12.800,-1.1999999999999886,0.26318915741720766,0.8907307503969585,0.09609133674811064,0.4601910559521146,0.6417728662490845,0.5875077649950982,0.9994358658563044,0.13800255240839973,0.0022258476194903184,3.445963189578045e-05,0.9991195235840697,6,arc_fit,0.5975859758724843,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9994358658563044,1017,792,1467,1173,0.5830965909090909,0.5369656385281385,0.0,0.9994358658563044,0.13800255240839973,0.0022258476194903184,3.445963189578045e-05,0.9991195235840697,0.9994358658563044,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11197564259320777,0.11457094725891737,0.8907307503969585,0.10257711008884389,0.09609133674811064,65
11,14785,492.8333333333333,00:08:12.833,-1.1666666666666856,0.2631258006343441,0.8909042000084512,0.09642053061302674,0.4611657337823205,0.6376460582017899,0.5879144102334977,0.9978364063087781,0.27055613600757433,0.004363808645283457,0.00010269256573899787,0.9966196028367907,6,arc_fit,0.5995420069949812,False,False,True,manual_coordinates,6,True,mean,3,15,182,True,0.5,crop_resize,0.9978364063087781,1009,798,1472,1178,0.5830965909090909,0.5368303571428571,0.0,0.9978364063087781,0.27055613600757433,0.004363808645283457,0.00010269256573899787,0.9966196028367907,0.9978364063087781,True,1,0,0,raw/thermal/20260226_023322.tiff,0.11185747089059542,0.11475798558543672,0.8909042000084512,0.10168881607421029,0.09642053061302674,66
75,14849,494.96666666666664,00:08:14.967,0.9666666666666401,0.2626619727337315,0.8944422720601243,0.0935849724935105,0.45064716315541037,0.6447167277336121,0.5988268971443176,0.9963378709447815,0.30099454510887336,0.0048547507275624735,4.244349651208546e-05,0.9958186669612499,6,arc_fit,0.638342545240786,False,False,True,manual_coordinates,6,True,mean,3,11,149,True,0.5,crop_resize,0.9963378709447815,611,588,1926,1572,0.5830965909090909,0.5741341991341992,0.0,0.9963378709447815,0.30099454510887336,0.0048547507275624735,4.244349651208546e-05,0.9958186669612499,0.9963378709447815,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10639140449884912,0.10621873425011082,0.8944422720601243,0.1126724803660629,0.0935849724935105,67
6,14780,492.6666666666667,00:08:12.667,-1.3333333333333144,0.2619993871851499,0.8885431784268023,0.09317984102607142,0.4585860997269493,0.6338993072509765,0.5831585004925728,0.9983751422894003,0.14488061565711988,0.0023367841235019337,0.0001578251788655947,0.9990279767148013,6,arc_fit,0.5965693656248854,False,False,True,manual_coordinates,6,True,mean,2,15,182,True,0.5,crop_resize,0.9983751422894003,1085,756,1432,1169,0.5830965909090909,0.52245670995671,0.0,0.9983751422894003,0.14488061565711988,0.0023367841235019337,0.0001578251788655947,0.9990279767148013,0.9983751422894003,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10754812601728683,0.11388444222472627,0.8885431784268023,0.10684134823086297,0.09317984102607142,68
1,14775,492.5,00:08:12.500,-1.5,0.2615694305404853,0.8893472682170032,0.09345122312006549,0.4510187160479945,0.6481984823942184,0.5745757520198822,0.9993767468183404,0.1450374721425361,0.0023393140668150985,0.00016608921197738556,0.9990256898928846,6,arc_fit,0.5919829882910603,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9993767468183404,1090,747,1416,1133,0.5830965909090909,0.5205289502164502,0.0,0.9993767468183404,0.1450374721425361,0.0023393140668150985,0.00016608921197738556,0.9990256898928846,0.9993767468183404,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10992713341768355,0.11256652370356116,0.8893472682170032,0.10255500424411312,0.09345122312006549,69
2,14776,492.53333333333336,00:08:12.533,-1.4666666666666401,0.26127157518437977,0.8874276801915816,0.09329517907068992,0.4549694188413679,0.6337630212306976,0.5845881506800652,0.9996543400519705,0.10794309475117712,0.0017410176572770504,0.00016183202463999408,0.999459457648424,6,arc_fit,0.5993550823574663,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9996543400519705,1098,750,1424,1139,0.5830965909090909,0.5340570887445888,0.0,0.9996543400519705,0.10794309475117712,0.0017410176572770504,0.00016183202463999408,0.999459457648424,0.9996543400519705,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10840369926926137,0.11366963211755843,0.8874276801915816,0.10356168527280749,0.09329517907068992,70
3,14777,492.56666666666666,00:08:12.567,-1.4333333333333371,0.26123291274192717,0.886050078477973,0.09413775586077389,0.45555507668685113,0.6375517696142197,0.5780286163091659,0.9992369794792308,0.1605892998354133,0.002590149997345376,5.071267286248551e-05,0.9988078433425337,6,arc_fit,0.5962626146907979,False,False,True,manual_coordinates,6,True,mean,1,15,182,True,0.5,crop_resize,0.9992369794792308,1107,757,1426,1141,0.5830965909090909,0.5269209956709957,0.0,0.9992369794792308,0.1605892998354133,0.002590149997345376,5.071267286248551e-05,0.9988078433425337,0.9992369794792308,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10854358163567998,0.11489834970951593,0.886050078477973,0.10253479802569289,0.09413775586077389,71
77,14851,495.03333333333336,00:08:15.033,1.0333333333333599,0.2611387966636343,0.8745303219602326,0.0982096882717762,0.46942509785319003,0.6250687643885613,0.584434887766838,0.9702770868243038,0.1910944703139996,0.0030821688760322517,0.031143603673600657,0.9332849763359801,6,arc_fit,0.6348923435317559,False,False,True,manual_coordinates,6,True,mean,2,7,125,True,0.5,crop_resize,0.9702770868243038,684,633,1909,1527,0.5830965909090909,0.5455560064935064,0.0,0.9702770868243038,0.1910944703139996,0.0030821688760322517,0.031143603673600657,0.9332849763359801,0.9702770868243038,True,1,0,0,raw/thermal/20260226_023322.tiff,0.1084993099117512,0.11020345797056412,0.8745303219602326,0.11425120520384735,0.0982096882717762,72
76,14850,495.0,00:08:15,1.0,0.2610598572571821,0.8708148690716537,0.10188143165378104,0.4686979217140064,0.633844581246376,0.5863571316003799,0.9705351503470175,0.11053098231326414,0.0017827577792461958,0.030836746543382875,0.9355692766590342,6,arc_fit,0.6304659500617584,False,False,True,manual_coordinates,6,True,mean,2,9,137,True,0.5,crop_resize,0.9705351503470175,670,614,1883,1537,0.5830965909090909,0.5450487012987013,0.0,0.9705351503470175,0.11053098231326414,0.0017827577792461958,0.030836746543382875,0.9355692766590342,0.9705351503470175,True,1,0,0,raw/thermal/20260226_023322.tiff,0.10978124310907007,0.11029283630439503,0.8708148690716537,0.11252890614701072,0.10188143165378104,73
